L	b2	b3	b4	u2	u3	u4
864.0	6.350789215640212e-13	1.8996659410936472	469.8997745323936	3.942169466189286e-12	7.933680097658517	2053.716271258079
865.0	6.088757141069121e-13	1.8837450500086608	469.0998320697237	3.784482687541714e-12	7.870210656877249	2050.4303252240657
866.0	5.837536448481065e-13	1.8679575901588497	468.3012514037503	3.6331033800400453e-12	7.807248971622232	2047.149636703707
867.0	5.596681062789343e-13	1.8523024432717232	467.5040302161929	3.4877792448384433e-12	7.7447909798492525	2043.874197284981
868.0	5.36576331386078e-13	1.8367785004469102	466.70816619271767	3.348268075044905e-12	7.682832652010458	2040.603998569325
869.0	5.144373177131662e-13	1.8213846620776104	465.9136570229303	3.214337352043109e-12	7.621369990794375	2037.339032171614
870.0	4.932117545555674e-13	1.8061198377727077	465.1205004003701	3.0857638579613846e-12	7.56039903086802	2034.0792897201393
871.0	4.728619531591098e-13	1.7909829462795337	464.3286940225024	2.962333303642929e-12	7.499915838621075	2030.8247628565869
872.0	4.5335177979878533e-13	1.7759729154072803	463.5382355907128	2.8438399714972117e-12	7.439916511912107	2027.5754432360163
873.0	4.346465916186109e-13	1.7610886819510514	462.74912281029964	2.730086372637323e-12	7.38039717981681	2024.3313225268387
874.0	4.1671317511872204e-13	1.7463291916165546	461.9613533904679	2.6208829177318302e-12	7.321354002378276	2021.0923924107956
875.0	3.995196871804741e-13	1.7316933989454217	461.17492504432226	2.516047601022557e-12	7.262783170359249	2017.8586445829383
876.0	3.8303559852483454e-13	1.7171802672411562	460.3898354888607	2.4154056969816543e-12	7.204680904996375	2014.6300707516054
877.0	3.6723163950366836e-13	1.7027887684957006	459.60608244496746	2.318789469102388e-12	7.147043457756404	2011.4066626384028
878.0	3.5207974812766255e-13	1.68851788331662	458.8236636374071	2.2260378903382926e-12	7.089867110094353	2008.1884119781812
879.0	3.375530202386062e-13	1.6743666008548945	458.0425767948171	2.1369963747247607e-12	7.033148173213598	2004.9753105190161
880.0	3.2362566173755054e-13	1.6603339187333195	457.2628196497018	2.0515165197357702e-12	6.9768829878278895	2001.7673500221856
881.0	3.102729427840237e-13	1.6464188429755033	456.4843899384259	1.9694558589463396e-12	6.921067923925267	1998.56452226215
882.0	2.9747115388497593e-13	1.6326203879354602	455.7072854012073	1.8906776245884857e-12	6.865699380533864	1995.3668190265305
883.0	2.851975637954836e-13	1.618937576227795	454.9315037821112	1.8150505196049462e-12	6.810773785489592	1992.174232116088
884.0	2.73430379156461e-13	1.605369438658473	454.15704282904284	1.7424484988207485e-12	6.756287595205676	1988.986753344702
885.0	2.6214870579771053e-13	1.5919150141561669	453.3839002937419	1.6727505588679184e-12	6.702237294444031	1985.8043745393504
886.0	2.513325116376e-13	1.5785733497041823	452.6120739317751	1.6058405365132017e-12	6.6486193960884785	1982.6270875400874
887.0	2.409625911134901e-13	1.5653435002729534	451.8415615025301	1.5416069150526735e-12	6.59543044091977	1979.4548842000231
888.0	2.3102053107975484e-13	1.5522245287531036	451.072360769209	1.4799426384505664e-12	6.542666997392413	1976.287756385303
889.0	2.2148867811284118e-13	1.5392155058890653	450.30446949882173	1.4207449329125439e-12	6.490325661413273	1973.1256959750865
890.0	2.1235010716531433e-13	1.5263155102132604	449.5378854621795	1.363915135596042e-12	6.438403056121967	1969.9686948615263
891.0	2.0358859151322985e-13	1.5135236279808293	448.77260643388854	1.3093585301722002e-12	6.386895831672991	1966.8167449497478
892.0	1.9518857394347017e-13	1.500838953104907	448.00863019234356	1.2569841889653122e-12	6.335800665019607	1963.669838157828
893.0	1.8713513912988464e-13	1.4882605870924426	447.24595451972124	1.2067048214066996e-12	6.2851142596994505	1960.5279664167754
894.0	1.7941398714918388e-13	1.4757876389805575	446.48457720197376	1.1584366285504316e-12	6.234833345621855	1957.3911216705085
895.0	1.7201140808956186e-13	1.4634192252734337	445.7244960288226	1.1120991634084144e-12	6.184954678856879	1954.2592958758355
896.0	1.6491425770696032e-13	1.4511544698797356	444.96570879375184	1.0676151968720778e-12	6.135475041426024	1951.1324810024341
897.0	1.5810993408575034e-13	1.4389925040505513	444.2082132940019	1.0249105889971945e-12	6.086391241094616	1948.01066903283
898.0	1.515863552623881e-13	1.4269324663178586	443.45200733056305	9.839141654373068e-13	6.037700111165859	1944.8938519623775
899.0	1.4533193777231403e-13	1.4149735024335042	442.69708870816925	9.445575988198144e-13	5.989398510276533	1941.7820217992376
900.0	1.393355760820013e-13	1.4031147653086935	441.9434552352915	9.067752948670218e-13	5.94148332219432	1938.6751705643587
901.0	1.335866228696336e-13	1.391355414953991	441.19110472413166	8.705042830723409e-13	5.893951455616765	1935.5732902914556
902.0	1.280748701193973e-13	1.3796946184198193	440.440034990616	8.356841117494473e-13	5.846799843971831	1932.4763730269892
903.0	1.2279053099581867e-13	1.3681315497374609	439.69024385438894	8.022567472794693e-13	5.800025445220057	1929.384410830146
904.0	1.177242224659619e-13	1.3566653898605494	438.9417291388067	7.701664773882906e-13	5.753625241658296	1926.2973957728177
905.0	1.1286694863863099e-13	1.3452953266070569	438.19448867093087	7.393598182927588e-13	5.707596239725031	1923.2153199395811
906.0	1.0821008479099218e-13	1.3340205546017632	437.44852028152224	7.097854255610485e-13	5.661935469807229	1920.1381754276777
907.0	1.037453620542545e-13	1.32284027521921	436.7038218050344	6.813940085386066e-13	5.616639986048772	1917.0659543469933
908.0	9.94648527312152e-14	1.3117536965271306	435.96039107960775	6.541382481970623e-13	5.571706866160381	1913.998648820038
909.0	9.536095621960015e-14	1.3007600332303546	435.2182259470626	6.279727182691797e-13	5.5271332112310985	1910.936250981926
910.0	9.142638551620359e-14	1.2898585066151849	434.47732425289354	6.028538095384125e-13	5.48291614554125	1907.8787529803546
911.0	8.765415427786414e-14	1.2790483444942382	433.73768384626294	5.78739657156876e-13	5.439052816376919	1904.826146975586
912.0	8.40375644163019e-14	1.2683287811517479	432.99930257999455	5.55590070870601e-13	5.395540393845903	1901.778425140425
913.0	8.057019420478946e-14	1.2576990572893274	432.26217831056744	5.333664680357769e-13	5.352376070695136	1898.7355796602003
914.0	7.724588687553913e-14	1.2471584199721866	431.52630889810985	5.120318093143458e-13	5.309557062129576	1895.697602732744
915.0	7.405873968755914e-14	1.2367061225757983	430.7916922063929	4.915505369417719e-13	5.267080605632539	1892.6644865683713
916.0	7.100309344556759e-14	1.2263414247330136	430.05832610282425	4.71888515464101e-13	5.224943960787479	1889.636223389862
917.0	6.807352245135351e-14	1.2160635922816192	429.326208458442	4.53012974845537e-13	5.183144409101179	1886.612805432438
918.0	6.52648248697425e-14	1.2058718972123341	428.59533714790865	4.348924558517155e-13	5.141679253828369	1883.594224943746
919.0	6.257201349206027e-14	1.1957656176172435	427.8657100495048	4.1749675761764685e-13	5.100545819797742	1880.580474183836
920.0	5.999030688069354e-14	1.1857440376386632	427.1373250451229	4.0079688731294095e-13	5.0597414532393605	1877.5715454251417
921.0	5.751512087902431e-14	1.1758064474184329	426.41018002026135	3.847650118204233e-13	5.019263521613445	1874.5674309524613
922.0	5.5142060471662246e-14	1.1659521430476356	425.6842728640181	3.693744113476064e-13	4.979109413440538	1871.5681230629373
923.0	5.2866911980521895e-14	1.1561804265167381	424.9596014690847	3.545994348937021e-13	4.939276538133013	1868.5736140660365
924.0	5.068563558288807e-14	1.1464906056661475	424.23616373174	3.40415457497954e-13	4.8997623258279495	1865.5838962835307
925.0	4.859435813818395e-14	1.1368819941371846	423.5139575518445	3.267988391980358e-13	4.860564227221325	1862.5989620494772
926.0	4.658936631070518e-14	1.1273539113234663	422.7929808328336	3.137268856301144e-13	4.821679713403555	1859.6188037101979
927.0	4.466709997610823e-14	1.1179056823226974	422.07323148171173	3.011778102049098e-13	4.783106275696326	1856.6434136242615
928.0	4.282414589994557e-14	1.1085366378888637	421.3547074090467	2.891306977967134e-13	4.744841425490756	1853.6727841624627
929.0	4.1057231677023026e-14	1.0992461143848287	420.6374065289632	2.7756546988484485e-13	4.70688269408683	1850.7069077078024
930.0	3.936321992081774e-14	1.0900334537353253	419.9213267591368	2.6646285108945103e-13	4.6692276325341355	1847.74577665547
931.0	3.773910269263947e-14	1.0808980033803433	419.2064660207879	2.55804337045873e-13	4.631873811473862	1844.789383412821
932.0	3.6181996160643373e-14	1.0718391162289052	418.49282223867596	2.455721635640381e-13	4.594818820982071	1841.8377203993605
933.0	3.4689135479210583e-14	1.0628561506132328	417.7803933410931	2.3574927702147656e-13	4.558060270414215	1838.8907800467214
934.0	3.325786987960449e-14	1.053948470243294	417.0691772598582	2.2631930594061745e-13	4.521595788250901	1835.9485547986467
935.0	3.188565796318527e-14	1.045115444161734	416.35917193031116	2.1726653370299276e-13	4.485423021944894	1833.0110371109688
936.0	3.057006318882534e-14	1.036356446699182	415.6503752913065	2.0857587235487305e-13	4.449539637769335	1830.0782194515912
937.0	2.930874954651298e-14	1.0276708574299327	414.9427852852078	2.0023283746067812e-13	4.41394332066718	1827.1500943004685
938.0	2.809947740946203e-14	1.0190580611280013	414.2363998578812	1.9222352396225098e-13	4.378631774101843	1824.2266541495876
939.0	2.6940099557362653e-14	1.0105174477235437	413.53121695869	1.8453458300376095e-13	4.343602719909027	1821.3078915029482
940.0	2.582855736371171e-14	1.0020484122596438	412.82723454048823	1.771531996836105e-13	4.3088538981497555	1818.3937988765433
941.0	2.4762877140453102e-14	0.9936503548494633	412.1244505596151	1.7006707169626606e-13	4.274383066964557	1815.484368798341
942.0	2.374116663343734e-14	0.9853226806337491	411.4228629758888	1.6326438882841542e-13	4.240188002428841	1812.5795938082633
943.0	2.276161166247765e-14	0.9770647997386979	410.7224697526006	1.567338132752788e-13	4.20626649840941	1809.67946645817
944.0	2.182247290003656e-14	0.9688761272341743	410.02326885650916	1.5046446074426765e-13	4.172616366422135	1806.783979311837
945.0	2.0922082782823145e-14	0.9607560830922774	409.3252582578344	1.4444588231449693e-13	4.1392354354907575	1803.8931249449379
946.0	2.0058842550817017e-14	0.9527040921462566	408.6284359302516	1.3866804702191704e-13	4.106121552006831	1801.006895945026
947.0	1.9231219408461532e-14	0.9447195840497704	407.93279985088566	1.3312132514104035e-13	4.0732725795907765	1798.1252849115137
948.0	1.8437743802985464e-14	0.9368019932364874	407.23834800030517	1.2779647213539875e-13	4.04068639895405	1795.2482844556553
949.0	1.7677006815020492e-14	0.9289507588800249	406.54507836251656	1.2268461324998279e-13	4.008360907762418	1792.3758872005262
950.0	1.6947657656881224e-14	0.9211653248542246	405.8529889249582	1.1777722871998348e-13	3.9762940205003185	1789.5080857810053
951.0	1.6248401274065574e-14	0.9134451396937607	405.16207767849454	1.1306613957118413e-13	3.944483668336316	1786.6448728437556
952.0	1.557799604571668e-14	0.9057896565550769	404.4723426174104	1.0854349398833676e-13	3.912927798989626	1783.7862410472055
953.0	1.4935251579963236e-14	0.8981983331776529	403.7837817394049	1.0420175422880329e-13	3.8816243765977085	1780.93218306153
954.0	1.4319026600223545e-14	0.890670631845594	403.0963930455862	1.0003368405965115e-13	3.8505713815849263	1778.0826915686314
955.0	1.3728226918720184e-14	0.8832060193495432	402.41017454046477	9.60323366972651e-14	3.8197668105322475	1775.2377592621215
956.0	1.3161803493606976e-14	0.8758039669489127	401.72512423194854	9.219104322937449e-14	3.7892086760479895	1772.397378847302
957.0	1.2618750566258449e-14	0.8684639503344309	401.0412401313366	8.850340150019951e-14	3.758895006639605	1769.5615430411463
958.0	1.2098103875414291e-14	0.8611854495910048	400.35852025331366	8.496326544019153e-14	3.7288238465864887	1766.7302445722803
959.0	1.1598938945007797e-14	0.8539679491608926	399.6769626159439	8.156473482258386e-14	3.6989932558137966	1763.9034761809646
960.0	1.1120369442638093e-14	0.8468109378071845	398.99656524066575	7.83021454296805e-14	3.669401309767286	1761.0812306190749
961.0	1.0661545605771436e-14	0.8397139085775919	398.31732615228566	7.517005961249328e-14	3.640046099289148	1758.2635006500843
962.0	1.0221652732877061e-14	0.8326763587685369	397.6392433789728	7.216325722799354e-14	3.610925730494835	1755.4502790490442
963.0	9.799909736818415e-15	0.8256977898895452	396.9623149522531	6.92767269388738e-14	3.582038324650876	1752.6415586025655
964.0	9.395567757931134e-15	0.818777707627936	396.2865389070033	6.650565786131884e-14	3.5533820180536693	1749.8373321088013
965.0	9.007908834325091e-15	0.8119156218138089	395.6119132814458	6.384543154686609e-14	3.5249549619092395	1747.0375923774272
966.0	8.636244627049473e-15	0.8051110463853236	394.9384361171426	6.129161428499145e-14	3.4967553222139656	1744.2423322296233
967.0	8.279915197857249e-15	0.7983634993542701	394.26610545898956	5.883994971359178e-14	3.468781279636254	1741.4515444980557
968.0	7.938287837398784e-15	0.7916725027719287	393.59491935521095	5.648635172504811e-14	3.441031029399164	1738.6652220268588
969.0	7.610755941763924e-15	0.7850375826952156	392.92487585735375	5.4226897656046185e-14	3.4135027811639707	1735.8833576716158
970.0	7.29673793537767e-15	0.7784582691531114	392.2559730202818	5.2057821749804334e-14	3.386194758914659	1733.105944299341
971.0	6.995676238336942e-15	0.7719340961133724	391.5882089021703	4.997550887981216e-14	3.3591052008433415	1730.332974788462
972.0	6.70703627635478e-15	0.7654646014495196	390.9215815645003	4.797648852461967e-14	3.332232359236594	1727.5644420288004
973.0	6.430305531554011e-15	0.7590493269081051	390.25608907205265	4.605742898363488e-14	3.305574500362702	1724.8003389215544
974.0	6.164992632424953e-15	0.752687818076253	389.59172949290286	4.421513182428949e-14	3.2791299043598	1722.0406583792796
975.0	5.9106264813312495e-15	0.7463796243494712	388.9285008984152	4.24465265513179e-14	3.252896865124922	1719.2853933258727
976.0	5.666755418014605e-15	0.7401242988997345	388.2664013632373	4.074866548926519e-14	3.2268736902039223	1716.5345366965514
977.0	5.432946417613125e-15	0.7339213986438344	387.60542896529444	3.911871886969458e-14	3.201058700682291	1713.7880814378368
978.0	5.208784321769225e-15	0.7277704842119936	386.94558178578376	3.755397011490679e-14	3.1754502310768324	1711.0460205075362
979.0	4.993871101461854e-15	0.7216711199167448	386.28685790916916	3.605181131031052e-14	3.150046629228218	1708.308346874724
980.0	4.7878251502540775e-15	0.7156228737220691	385.6292554231755	3.46097388578981e-14	3.124846256194392	1705.5750535197244
981.0	4.5902806067011154e-15	0.7096253172127942	384.9727724187827	3.3225349303582175e-14	3.099847486144837	1702.8461334340927
982.0	4.400886704715646e-15	0.7036780255642482	384.317406990221	3.1896335331438886e-14	3.075048706255678	1700.1215796205981
983.0	4.219307150736901e-15	0.6977805775121676	383.66315723496456	3.062048191818133e-14	3.050448316605633	1697.4013850932051
984.0	4.0452195265976105e-15	0.6919325553228588	383.0100212537267	2.939566264145408e-14	3.026044730072788	1694.685542877056
985.0	3.878314717028521e-15	0.6861335447636078	382.3579971504536	2.821983613579591e-14	3.0018363722322055	1691.9740460084524
986.0	3.718296360783937e-15	0.6803831350733397	381.7070830323197	2.7091042690364073e-14	2.9778216812543477	1689.2668875348388
987.0	3.564880324413702e-15	0.6746809189335233	381.05727700972136	2.600740098274951e-14	2.953999107804313	1686.564060514783
988.0	3.417794197747219e-15	0.669026492439318	380.40857719627195	2.496710494343953e-14	2.9303671149418786	1683.8655580179593
989.0	3.276776810193685e-15	0.6634194550709666	379.76098170879607	2.3968420745701945e-14	2.9069241780223436	1681.1713731251305
990.0	3.141577766999659e-15	0.6578594096654228	379.11448866732417	2.3009683915873867e-14	2.883668784598165	1678.4814989281303
991.0	3.011957004640543e-15	0.6523459623882205	378.46909619508716	2.208929655923891e-14	2.8605994343213794	1675.7959285298452
992.0	2.8876843645564977e-15	0.6468787227055771	377.8248024185109	2.1205724696869354e-14	2.8377146388468084	1673.1146550441974
993.0	2.7685391844759202e-15	0.6414573033567302	377.18160546721066	2.035749570899458e-14	2.815012921736033	1670.4376715961266
994.0	2.6543099066008157e-15	0.6360813203265075	376.539503473986	1.9543195880634796e-14	2.7924928183621454	1667.7649713215726
995.0	2.544793701958351e-15	0.6307503928181255	375.89849457481483	1.8761468045409403e-14	2.770152875815248	1665.096547367458
996.0	2.439796110251574e-15	0.6254641432262166	375.2585769088486	1.8011009323593026e-14	2.7479916528087265	1662.4323928916701
997.0	2.3391306945698078e-15	0.620222197110082	374.6197486184067	1.7290568950649303e-14	2.7260077195862564	1659.7725010630434
998.0	2.242618710345615e-15	0.6150241831671696	373.9820078489705	1.6598946192623334e-14	2.7041996578295664	1657.1168650613424
999.0	2.1500887879705157e-15	0.609869733206773	373.3453527491788	1.59349883449184e-14	2.6825660605669293	1654.4654780772441
1000.0	2.0613766285059122e-15	0.6047584821239511	372.7097814708222	1.529758881112166e-14	2.661105532082394	1651.8183333123204
